From,To,Date,Subject
Ruscella.Mies.Haber@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",1/6/2014 15:54,"Good morning, GasTech!"
Lucas.Alcazar@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,1/6/2014 15:58,RE: Congratulations on your service anniversary
Adra.Nubarron@gastech.com.kronos,"Isande.Borrasca@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos",1/6/2014 16:21,RE: Wellhead flow rate data
Lars.Azada@gastech.com.kronos,Axel.Calzas@gastech.com.kronos,1/6/2014 16:31,RE: Meeting
Axel.Calzas@gastech.com.kronos,Lars.Azada@gastech.com.kronos,1/6/2014 16:37,RE: Meeting
Adan.Morlun@gastech.com.kronos,"Irene.Nant@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos",1/6/2014 16:38,RE: Facilities preparations for VIP visit
Nils.Calixto@gastech.com.kronos,Kanon.Herrero@gastech.com.kronos,1/6/2014 16:39,RE: Late for meeting
Dylan.Scozzese@gastech.com.kronos,"Irene.Nant@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",1/6/2014 16:39,RE: Route suggestion for next shift
Ruscella.Mies.Haber@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/6/2014 16:44,RE: Question - Protocol for VIP visit
Kanon.Herrero@gastech.com.kronos,Nils.Calixto@gastech.com.kronos,1/6/2014 16:53,RE: Late for meeting
Dante.Coginian@gastech.com.kronos,Lucas.Alcazar@gastech.com.kronos,1/6/2014 16:55,RE: Congratulations on your service anniversary
Dylan.Scozzese@gastech.com.kronos,"Irene.Nant@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",1/6/2014 16:55,RE: Route suggestion for next shift
Nils.Calixto@gastech.com.kronos,Kanon.Herrero@gastech.com.kronos,1/6/2014 17:07,RE: Late for meeting
Kanon.Herrero@gastech.com.kronos,Nils.Calixto@gastech.com.kronos,1/6/2014 17:10,RE: Late for meeting
Rachel.Pantanal@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,1/6/2014 17:34,RE: Are you buying coffee?
Irene.Nant@gastech.com.kronos,"Irene.Nant@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",1/6/2014 17:52,RE: Route suggestion for next shift
Marin.Onda@gastech.com.kronos,"Isande.Borrasca@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos",1/6/2014 17:56,RE: Wellhead flow rate data
Dylan.Scozzese@gastech.com.kronos,"Irene.Nant@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",1/6/2014 17:57,RE: Route suggestion for next shift
Irene.Nant@gastech.com.kronos,"Irene.Nant@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",1/6/2014 18:01,RE: Route suggestion for next shift
Cecilia.Morluniau@gastech.com.kronos,"Dylan.Scozzese@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos",1/6/2014 18:08,RE: Facilities preparations for VIP visit
Mat.Bramar@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",1/7/2014 8:27,Service anniversaries!
Irene.Nant@gastech.com.kronos,"Bertrand.Ovan@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Henk.Mies@gastech.com.kronos",1/7/2014 8:46,Traffic advisory for today
Dylan.Scozzese@gastech.com.kronos,"Irene.Nant@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos",1/7/2014 8:53,List of repairs needed
Nils.Calixto@gastech.com.kronos,"Sven.Flecha@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos",1/7/2014 8:59,GT-SeismicProcessorPro Bug Report
Ada.Campo-Corrente@gastech.com.kronos,Felix.Resumir@gastech.com.kronos,1/7/2014 9:34,"Hey, I�m going home sick."
Lucas.Alcazar@gastech.com.kronos,"Sven.Flecha@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos",1/7/2014 9:35,RE: GT-SeismicProcessorPro Bug Report
Lucas.Alcazar@gastech.com.kronos,"Sven.Flecha@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos",1/7/2014 9:59,RE: GT-SeismicProcessorPro Bug Report
Mat.Bramar@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/7/2014 10:00,Dress for success - Dress to impress
Lidelse.Dedos@gastech.com.kronos,Elsa.Orilla@gastech.com.kronos,1/7/2014 10:06,Files
Isia.Vann@gastech.com.kronos,Rachel.Pantanal@gastech.com.kronos,1/7/2014 10:06,This weekend?
Inga.Ferro@gastech.com.kronos,Willem.Vasco-Pais@gastech.com.kronos,1/7/2014 10:32,Late for meeting
Carla.Forluniau@gastech.com.kronos,Irene.Nant@gastech.com.kronos,1/7/2014 10:34,"Works for me, thanks"
Sven.Flecha@gastech.com.kronos,"Sven.Flecha@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos",1/7/2014 10:34,RE: GT-SeismicProcessorPro Bug Report
Ruscella.Mies.Haber@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",1/7/2014 10:35,Daily morning announcements
Nils.Calixto@gastech.com.kronos,"Isak.Baza@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",1/7/2014 10:45,GT-SeismicProcessorPro Bug Report
